publication_number,application_number,country_code,kind_code,application_kind,application_number_formatted,pct_number,family_id,spif_publication_number,spif_application_number,title_localized.text,title_localized.language,title_localized.truncated,abstract_localized.text,abstract_localized.language,abstract_localized.truncated,claims_localized.text,claims_localized.language,claims_localized.truncated,claims_localized_html.text,claims_localized_html.language,claims_localized_html.truncated,description_localized.text,description_localized.language,description_localized.truncated,description_localized_html.text,description_localized_html.language,description_localized_html.truncated,publication_date,filing_date,grant_date,priority_date,priority_claim.publication_number,priority_claim.application_number,priority_claim.npl_text,priority_claim.type,priority_claim.category,priority_claim.filing_date,inventor,inventor_harmonized.name,inventor_harmonized.country_code,assignee,assignee_harmonized.name,assignee_harmonized.country_code,examiner.name,examiner.department,examiner.level,uspc.code,uspc.inventive,uspc.first,uspc.tree,ipc.code,ipc.inventive,ipc.first,ipc.tree,cpc.code,cpc.inventive,cpc.first,cpc.tree,fi.code,fi.inventive,fi.first,fi.tree,fterm.code,fterm.inventive,fterm.first,fterm.tree,locarno.code,locarno.inventive,locarno.first,locarno.tree,citation.publication_number,citation.application_number,citation.npl_text,citation.type,citation.category,citation.filing_date,parent.publication_number,parent.application_number,parent.npl_text,parent.type,parent.category,parent.filing_date,child.publication_number,child.application_number,child.npl_text,child.type,child.category,child.filing_date,entity_status,art_unit
CN-218220883-U,CN-202222091015-U,CN,U,U,CN 202222091015,,84680047,CN218220883U,CN202222091015,Movable foam fire extinguishing device,en,FALSE,"The utility model provides a portable foam extinguishing device, including foam tank and level set up in the support section of thick bamboo of foam tank lateral part, horizontal rotation is provided with the bracing piece in the support section of thick bamboo, the bracing piece is located the tip outside the support section of thick bamboo is provided with the hose and hangs the frame, rotates the hose hangs the frame and can make the opening of hose string frame is up or down. The utility model provides a pair of portable foam extinguishing device can improve the simple operation degree.",en,FALSE,,,,,,,,,,,,,20230106,20220809,20230106,20220809,,CN-202222091015-U,,,,20220809,SHI ENJUN,SHI ENJUN,,湖北省汉楚澳龙消防设备有限公司,HUBEI HANCHU AOLONG FIRE FIGHTING EQUIPMENT CO LTD,,,,,,,,,A62C31/28,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种移动式泡沫灭火装置,zh,FALSE,本实用新型提供了一种移动式泡沫灭火装置，包括泡沫罐以及水平设置于所述泡沫罐侧部的支撑筒，所述支撑筒内水平转动设置有支撑杆，所述支撑杆位于所述支撑筒外的端部设置有水龙带挂框，转动所述水龙带挂框可使所述水龙带挂框的开口朝上或朝下。本实用新型提供的一种移动式泡沫灭火装置能够提高操作便捷度。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A62C33/04,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A62C27/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A62C5/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A62C31/12,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218222430-U,CN-202221994271-U,CN,U,U,CN 202221994271,,84678804,CN218222430U,CN202221994271,Reactor for continuous olefin hydroformylation,en,FALSE,"The utility model discloses a reactor for hydroformylation of olefin by a continuous method, which comprises a shell, wherein the top of the shell is provided with a synthesis gas inlet, the bottom of the shell is provided with an isononanal/unreacted diisobutylene outlet, the upper part of one side is provided with a diisobutylene inlet and a temperature control oil outlet, and the lower part of the other side is provided with a temperature control oil inlet; the upper part in the shell is provided with a synthesis gas inlet distribution ring, and the bottom is provided with a filtering device. The utility model discloses in hydroformylation reaction process, utilize multilayer titanium alloy sintering board to press from both sides polytetrafluoroethylene filtration membrane, fine rhodium catalyst and the macromolecule ligand that has blockked passes through, guarantee that the reaction liquid through filtration membrane only is diisobutylene and the product isononanal for the reaction, guaranteed that product separation rectification in-process catalyst is not wherein, only lets the catalyst participate in the reaction stage, greatly increased the reaction life of catalyst.",en,FALSE,,,,,,,,,,,,,20230106,20220729,20230106,20220729,,CN-202221994271-U,,,,20220729,ZHU BOYUAN,ZHU BOYUAN,,迈瑞尔实验设备（上海）有限公司,MERYER SHANGHAI TECH CO LTD,,,,,,,,,B01J19/18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种连续法烯烃氢甲酰化反应的反应器,zh,FALSE,本实用新型公开了一种连续法烯烃氢甲酰化反应的反应器，包括壳体，所述壳体的顶部设有合成气入口，底部设有异壬醛/未反应的二异丁烯出口，一侧的上部设有二异丁烯入口、控温油出口，另一侧的下部设有控温油入口；壳体内上部设有合成气进气分布环，底部设有过滤装置。本实用新型在氢甲酰化反应过程中，利用多层钛合金烧结板夹聚四氟乙烯过滤膜，很好的阻挡了铑催化剂及大分子配体通过，保证通过过滤膜的反应液只有为反应的二异丁烯和产品异壬醛，保证了产品分离精馏过程中催化剂不在其中，只让催化剂参与反应阶段，大大增加了催化剂的反应寿命。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B01D3/14,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B01D61/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B01J19/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218223881-U,CN-202222395336-U,CN,U,U,CN 202222395336,,84663092,CN218223881U,CN202222395336,Dust collector is used in nylon tube machining,en,FALSE,"The utility model provides a pair of dust collector is used in nylon pipeline processing relates to dust removal technical field, include: the metal pole support comprises a base, wherein a group of metal poles are fixedly inserted into the top of the base, and a protective shell is fixedly sleeved between the outer surface walls of the metal poles. At first in inserting the brush main part to the nylon pipe that will clear up, through starting electric telescopic handle, just so can fix the nylon pipe on the device, at this moment start first motor, just driven the nylon pipe and moved forward, then start the second motor, can make the brush main part rotate, because the brush comprises inside and outside two brushes, so when the nylon pipe impels forward, inside and outside two brushes will clear up the interior table wall of nylon pipe and the thick liquid of outer table wall, so, the nylon pipe carries out the surface dust removal work by the manual work among the prior art has just been solved, and can&#39;t remove dust to the nylon pipe is inside, lead to the nylon pipe to be adding the problem of wasting time and energy with man-hour.",en,FALSE,,,,,,,,,,,,,20230106,20220909,20230106,20220909,,CN-202222395336-U,,,,20220909,Qin Jiatao,Qin Jiatao,,铜陵强伟管业科技有限公司,TONGLING QIANGWEI PIPE INDUSTRY TECH CO LTD,,,,,,,,,B08B9/027,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种尼龙管道加工用除尘装置,zh,FALSE,"本实用新型提供的一种尼龙管道加工用除尘装置，涉及除尘技术领域,包括：底座，所述底座的顶部固定插设有一组金属杆，一组所述金属杆的外表壁之间固定套设有防护外壳。首先把要清理的尼龙管插入刷子主体中，通过启动电动伸缩杆，这样就可以把尼龙管固定在装置上，这时启动第一电机，就带动了尼龙管向前移动，然后启动第二电机，会使得刷子主体进行旋转，由于刷子是由内外两个刷子组成的，所以当尼龙管向前推进时，内外两个刷子就会对尼龙管的内表壁和外表壁的浆液进行清理，这样一来，就解决了现有技术中尼龙管由人工进行表面除尘工作，而无法对尼龙管内部进行除尘，导致尼龙管道在加工时费时费力的问题。",zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,YU YANXIANG,YU YANXIANG,,,,,,,,,,,,B08B9/023,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wu Shouduo,Wu Shouduo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-2182239-Y,CN-94204487-U,CN,Y,U,CN 94204487,,33823701,,,Catch for cabinet door,en,FALSE,"The utility model discloses a touching clamp for cabinet door which comprises a clamp body and a touching block which are respectively arranged on the cabinet door and the cabinet wall. A guide post, a guide post cavity, a guide post hole, and a guide post restoring spring are arranged in the clamp body. When the cabinet door is closed or opened, either of the crossed inclined planes arranged under the guide post is given the upward pushing force, so the guide post can do the upward movement, and then the guide post can do the downward movement under the action of the restoring spring. The guide post and the touching block can be reliably positioned through the reciprocating movement of the guide post, and the cabinet door can be tightly closed without preventing the convenient open of the cabinet door.",en,FALSE,,,,,,,,,,,,,19941109,19940304,19941109,19940304,,CN-94204487-U,,,,19940304,CHENG JINGLIN,JINGLIN CHENG,CN,程敬林,CHENG JINGLIN,CN,,,,,,,,E05C19/04,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,橱门碰卡,zh,FALSE,"本实用新型所述的橱门碰卡由分别安装在橱门

和橱壁上的卡体和碰块组成，卡体内设有导柱、导柱

腔、导柱孔和导柱复位弹簧，橱门关闭或开启时，在设

于导柱下部的两个相交斜面中的一个即受到向上推

力，使导柱向上运动，然后又在复位弹簧的作用下使

导柱向下运动，这样，通过导柱的往复运动，在导柱和

碰块之间形成可靠定位，使橱门关闭紧密，又不妨碍

橱门方便开启。",zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218224357-U,CN-202221895737-U,CN,U,U,CN 202221895737,,84678051,CN218224357U,CN202221895737,Double-head machine outlet pipe device,en,FALSE,"The utility model relates to an automation equipment field discloses double-end machine exit tube device, including exit tube stand seat, its characterized in that: the fixed exit tube stand axle that is provided with in exit tube stand seat upper end, exit tube stand axle outer wall leans on the below cover to be equipped with out genuine article pipe guide way support, it fixes at exit tube stand epaxially through the bolt to go out genuine article pipe guide way support, it keeps away from the fixed genuine article pipe guide way crossbeam that is provided with of one end of bolt to go out genuine article pipe guide way support, exit tube stand axle outer wall just is located out genuine article pipe guide way support top cover and is equipped with out vice article pipe guide way support go out vice article pipe guide way support rear end fixedly connected with dead lever, the dead lever is kept away from out the first vice article pipe guide way that goes out of one end fixedly connected with of vice article pipe guide way support. The utility model discloses in, the device compares original differential rocking arm and unloads tub mechanism, simple structure, reduce cost, and the effect is stable.",en,FALSE,,,,,,,,,,,,,20230106,20220721,20230106,20220721,,CN-202221895737-U,,,,20220721,ZHU HONGYAN,ZHU HONGYAN,,烟台开发区创佳制药机械有限公司,YANTAI DEV ZONE CHUANGJIA PHARMACY MACHINERY CO LTD,,,,,,,,,B21D45/02,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,双头机出管装置,zh,FALSE,本实用新型涉及自动化设备领域，公开了双头机出管装置，包括出管立柱座，其特征在于：所述出管立柱座上端固定设置有出管立柱轴，所述出管立柱轴外壁靠下方套设有出正品管导槽支架，所述出正品管导槽支架通过插销固定在出管立柱轴上，所述出正品管导槽支架远离插销的一端固定设置有出正品管导槽横梁，所述出管立柱轴外壁且位于出正品管导槽支架上方套设有出副品管导槽支架所述出副品管导槽支架后端固定连接有固定杆，所述固定杆远离出副品管导槽支架的一端固定连接有第一出副品管导槽。本实用新型中，该装置相比原有的差动摇臂卸管机构，结构简单，降低成本，且效果稳定。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B21D41/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218224476-U,CN-202221749201-U,CN,U,U,CN 202221749201,,84675329,CN218224476U,CN202221749201,Conveyer is used in door leaf reinforcing bar production,en,FALSE,"The utility model discloses a conveyer is used in door leaf reinforcing bar production, including brace table, elevating system, locking mechanism, spacing post and track, the brace table top sets up elevating system with locking mechanism, locking mechanism sets up the elevating system both sides, the elevating system top sets up spacing post, the brace table below sets up the track. The utility model discloses a set up elevating system, it is rotatory that starter motor drives first gear, and it is rotatory that first gear drives the second gear, and it is rotatory that the second gear drives the third gear, and it is rotatory that the third gear drives the fourth gear, and the fourth gear drives first lifter and second lifter and goes up and down to the elevating platform, can transport the door leaf reinforcing bar that eminence installation needs, has saved workman installation time.",en,FALSE,,,,,,,,,,,,,20230106,20220706,20230106,20220706,,CN-202221749201-U,,,,20220706,GONG XIAOGANG,GONG XIAOGANG,,河南省高星实业股份有限公司,HENAN STAR IND CO LTD,,,,,,,,,B21F1/00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种门扇钢筋生产用运输装置,zh,FALSE,本实用新型公开了一种门扇钢筋生产用运输装置，包括支撑台、升降机构、锁紧机构、限位柱和履带，所述支撑台上方设置所述升降机构和所述锁紧机构，所述锁紧机构设置在所述升降机构两侧，所述升降机构上方设置所述限位柱，所述支撑台下方设置所述履带。本实用新型通过设置升降机构，启动电机带动第一齿轮旋转，第一齿轮带动第二齿轮旋转，第二齿轮带动第三齿轮旋转，第三齿轮带动第四齿轮旋转，第四齿轮带动第一升降杆和第二升降杆对升降台进行升降，可对高处安装需要的门扇钢筋进行运输，节省了工人安装时间。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,LI MINGHUI,LI MINGHUI,,,,,,,,,,,,B21F23/00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN-218225960-U,CN-202222538606-U,CN,U,U,CN 202222538606,,84666065,CN218225960U,CN202222538606,Bearing raceway processing equipment based on bearing processing,en,FALSE,"The utility model discloses a bearing raceway processing equipment based on bearing processing relates to bearing processing technology field. The utility model comprises a base, wherein a lifting mechanism is arranged inside the base, and an adjusting mechanism is arranged at the top end of the lifting mechanism; the lifting mechanism comprises a lifting plate and a hydraulic cylinder, the hydraulic cylinder is arranged in the base, the top end of the hydraulic cylinder is provided with a telescopic column, and the top end of the telescopic column is fixedly connected with the lifting plate; adjustment mechanism includes first motor, L type post and adjusting bolt, and one side fixedly connected with fixed column of swivel becket, the joint groove has been seted up to the inside of fixed column, and the bottom of L type post extends to the joint inslot portion, and the other end of L type post is provided with the activity dish, and the surface of activity dish is provided with the layer of polishing. The utility model discloses a whole adjustment mechanism&#39;s height can be changed in elevating system and adjustment mechanism&#39;s setting to comprehensive polishing bearing&#39;s raceway, and need not adjust the position of rotating the motor repeatedly, effectively improved work efficiency.",en,FALSE,,,,,,,,,,,,,20230106,20220924,20230106,20220924,,CN-202222538606-U,,,,20220924,REN JUN,REN JUN,,瓦房店矿山机械轴承制造有限公司,WAFANGDIAN MINING MACHINE BEARING MFT CO LTD,,,,,,,,,B24B19/06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,一种基于轴承加工的轴承滚道加工设备,zh,FALSE,本实用新型公开了一种基于轴承加工的轴承滚道加工设备，涉及轴承加工技术领域。本实用新型包括底座，底座的内部设置有升降机构，升降机构的顶端设置有调节机构；升降机构包括升降板和液压缸，底座的内部设置有液压缸，液压缸的顶端设置有伸缩柱，伸缩柱的顶端固定连接有升降板；调节机构包括第一电机、L型柱和调节螺栓，转动环的一侧固定连接有固定柱，固定柱的内部开设有卡接槽，L型柱的底端延伸至卡接槽内部，L型柱的另一端设置有活动盘，活动盘的表面设置有打磨层。本实用新型通过升降机构和调节机构的设置，可以改变整个调节机构的高度，从而全面的打磨轴承的滚道，并且不需要反复调节转动电机的位置，有效提高了工作效率。,zh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B24B47/12,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
